hotel_id,type,name,address,rooms,grade,district,aga_division,local_authority,longitude,latitude
HOTEL_0344,Classified Hotels( 1-5 Star),HIBISCUS BEACH HOTEL,"MAHAWASKADUWA,KALUTARA NORTH,KALUTHARA",51,ONE,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.946725,6.615207
HOTEL_0345,Classified Hotels( 1-5 Star),HOTEL BENTOTA VILLAGE,"ALWIS ROAD,WARAHENA,BENTOTA",14,TWO,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.004672,6.406818
HOTEL_0346,Classified Hotels( 1-5 Star),COLOMBO CITY HOTEL,"LEVEL 3,NO.33,CANAL ROW,COLOMBO 01.",48,ONE,Colombo,Colombo,Colombo Divisional Secretariat,79.844229,6.933327
HOTEL_0347,Classified Hotels( 1-5 Star),HOTEL KABALANA,"KATHALUWA,AHANGAMA",22,TWO,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.347884,5.977906
HOTEL_0348,Classified Hotels( 1-5 Star),RAMADIA RANMAL HOLIDAY RESORT,"346/5,GALLE ROAD,GORAKANA,MORATUWA",25,ONE,Kalutara,Moratuwa,Moratuwa Divisional Secretariat,79.8977545,6.7636079
HOTEL_0349,Classified Hotels( 1-5 Star),HOTEL DULYANA,"488/18,MAITHREEPALA SENANAYAKE MW,ANURADHAPURA",30,TWO,Anuradhapura,Anuradhapura,N.P.East,80.405856,8.325802
HOTEL_0350,Classified Hotels( 1-5 Star),INDRA REGENT HOTEL,"NO.383,R.A.D.MEL MAWATHA,COLOMBO 03",26,ONE,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.854138,6.90434
HOTEL_0351,Classified Hotels( 1-5 Star),HOTEL CHAMILA,"NO.85,TISSA ROAD,DETAGAMWA KATARAGAMA.",50,ONE,Moneragala,Thissamaharama,Katharagama Divisional Secretariat,81.33300018,6.416999817
HOTEL_0352,Classified Hotels( 1-5 Star),HOTEL SUSANTHAS,"NATIONAL HOLIDAY RESORT RD,PITARAMBA,BENTOTA",18,ONE,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.996968,6.421783
HOTEL_0353,Classified Hotels( 1-5 Star),BERJAYA MOUNT ROYAL BEACH HOTEL,"NO:36,COLLAGE AVENUE,MOUNT LAVINIA",90,ONE,Colombo,Moratuwa,Mount Lavinia,79.864017,6.838659
HOTEL_0354,Classified Hotels( 1-5 Star),NILWALA HOTEL,"NILWALA HOTEL, GALLE ROAD, KALUWAMODARA, ALUTHGAMA.",10,ONE,Kalutara,Aluthgama,Aluthgama,79.993697,6.439855
HOTEL_0355,Classified Hotels( 1-5 Star),PIGEON ISLAND BEACH HOTEL,"11TH MILE POST, NILAVELI, TRINCOMALEE.",38,TWO,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.1836029,8.712216
HOTEL_0356,Classified Hotels( 1-5 Star),GLENDOWER HOTEL,"NO:05,GRAND HOTEL ROAD,NUWARA ELIYA",20,ONE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.7663938,6.9675209
HOTEL_0357,Classified Hotels( 1-5 Star),RANDIYA HOTEL,"389,KORALAWELLA,MORATUWA",10,ONE,Colombo,Moratuwa,Moratuwa Divisional Secretariat,79.8934418,6.7504834
HOTEL_0358,Classified Hotels( 1-5 Star),TEMPLE TREE RESORT AND SPA,"NO:660,GALLE ROAD,INDURUWA",10,TWO,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.0088026,6.385751
HOTEL_0359,Classified Hotels( 1-5 Star),FULL MOON GARDEN HOTEL,"NO.754, COLOMBO ROAD, KATUNAYAKE.",30,ONE,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,79.874539,7.154204
HOTEL_0360,Classified Hotels( 1-5 Star),BARBERYN REEF AYURVEDA RESORT,"MORAGALLA,BERUWALA",75,ONE,Kalutara,Bentota Pradeshiya Sabha,Beruwala Divisional Secretariat,79.979952,6.4500038
HOTEL_0361,Classified Hotels( 1-5 Star),GIMANHALA HOTEL,754 ANURADHAPURA ROAD DAMBULLA,17,TWO,Matale,Matale,Dambulla Divisional Secretariat,80.650599,7.879954
HOTEL_0362,Classified Hotels( 1-5 Star),FIELDVIEW HOLYDAY RESORT,"ANNASIWATTE ROAD,OFF MDH,JAWARDANA MW,ATHURUGIRIYA.",10,ONE,Colombo,Colombo,Kesbewa Divisional Secretariat,79.986678,6.894121
HOTEL_0363,Classified Hotels( 1-5 Star),LAKE SERENITY,"GONAPITIYA, KURUWITA",14,TWO,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat,80.352292,6.762787
HOTEL_0364,Classified Hotels( 1-5 Star),KOGGALA BEACH HOTEL,"KOGGALA,HABARADUWA.",189,ONE,Galle,Galle,Habaraduwa Divisional Secretariat,80.3218329,5.9892056
HOTEL_0365,Classified Hotels( 1-5 Star),HOTEL SUNHILL,"NO.18 UNIQUE VIEW ROAD,NUWARAELIYA",15,ONE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.765424,6.963358
HOTEL_0366,Classified Hotels( 1-5 Star),HOTEL HILL TOP,"200/21,BAHIRAVAKANDA,PERADENIYA ROAD,KANDY",81,TWO,Kandy,Kandy,Kundasale Divisional Secretariat,80.628789,7.289342
HOTEL_0367,Classified Hotels( 1-5 Star),AVANI BENTOTA RESORT & SPA,"NATIONAL HOLIDAY RESORT,BENTOTA",90,TWO,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.996304,6.423673
HOTEL_0368,Classified Hotels( 1-5 Star),AUSTRIAN BEACH RESORT,"2/A 2, BANDARAWATTA,KEMAGODA,DICKWELLA",10,ONE,Matara,Matara,Dickwella Divisional Secretariat,80.722005,5.978461
HOTEL_0369,Classified Hotels( 1-5 Star),ROYAL LOTUS HOTEL,"GIRITHALE, POLONNARUWA.",56,TWO,Polonnaruwa,Polonnaruwa,Polonnaruwa Divisional Secretariat,80.921978,7.991502
HOTEL_0370,Classified Hotels( 1-5 Star),RIVERDALE HOTEL,"32, ANIWATTA ROAD, KANDY.",29,TWO,Kandy,Kandy,Kandy Divisional Secretariat,80.621583,7.289724
HOTEL_0371,Classified Hotels( 1-5 Star),PARADISE HOLIDAY VILLAGE,"NO. 154/9, PORUTHOTA ROAD, PALANGATHURE, KOCHCHIKADE, NEGOMBO",33,ONE,Gampaha,Negombo,Negombo Divisional Secretariat,79.8422101,7.2467725
HOTEL_0372,Classified Hotels( 1-5 Star),KITHALA RESORT,"KATARAGAMA ROAD, THISSAMAHARAMA.",40,TWO,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.297427,6.292455
HOTEL_0373,Classified Hotels( 1-5 Star),LALITHA HOTEL,"NO.200A,GALLE ROAD, PAMBURANA, MATARA.",27,TWO,Matara,Matara,Matara Divisional Secretariat,80.5251754,5.9442652
HOTEL_0374,Classified Hotels( 1-5 Star),RATHNALOKA TOUR INN,"KOSGALA, KAHAGAMA, RATNAPURA",53,ONE,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat,80.356453,6.713322
HOTEL_0375,Classified Hotels( 1-5 Star),HOTEL CASAMARA,"NO.12, KATUGODELLA VIDIYA, KANDY.",33,TWO,Kandy,Kandy,Kandy Divisional Secretariat,80.63721,7.293367
HOTEL_0376,Classified Hotels( 1-5 Star),HOTEL YAPAHUWA PARADISE,"KINGDOM ROAD,YAPAHUWA,MAHO",20,TWO,Kurunegala,Mahawa Pradeshiya Sabha,Mahawa Divisional Secretariat,80.305903,7.82901
HOTEL_0377,Classified Hotels( 1-5 Star),RANDHOLEE RESORTS,"HEERASSAGALA, BOWALAWATTE, KANDY",25,ONE,Kandy,Kandy,Kandy Divisional Secretariat,80.616914,7.2631411
HOTEL_0378,Classified Hotels( 1-5 Star),SERENE GARDEN HOTEL,"NO. 189, RAJAPIHILLA MAWATHA, KANDY",35,ONE,Kandy,Kandy,Kandy Divisional Secretariat,80.6441223,7.2848598
HOTEL_0379,Classified Hotels( 1-5 Star),WILA SAFARI HOTEL,"PANNEGAMUWA,WEERAWILA",10,ONE,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.236615,6.293125
HOTEL_0380,Classified Hotels( 1-5 Star),WINDSOR HOTEL,"NO.02, KANDY ROAD, NUWARA ELIYA.",50,ONE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.770061,6.970741
HOTEL_0381,Classified Hotels( 1-5 Star),HOTEL ATHGIRI,"NO. 344-350, KANDY ROAD, KURUNEGALA",23,ONE,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,80.372245,7.479005
HOTEL_0382,Classified Hotels( 1-5 Star),MIRIDIYA HOTEL,"WASALA DATHTHA MAWATHA, ANURADHAPURA",40,ONE,Anuradhapura,Anuradhapura,Anuradhapura East,80.4185724,8.3314154
HOTEL_0383,Classified Hotels( 1-5 Star),LADY HILL,"NO. 29,UPPER DICKSON ROAD, GALLE",15,ONE,Galle,Galle,Galle Divisional Secretariat,80.218668,6.038658
HOTEL_0384,Classified Hotels( 1-5 Star),GIRITALE HOTEL,"NATIONAL HOLIDAY RESORT, GIRITALE",40,ONE,Polonnaruwa,Polonnaruwa,Polonnaruwa Divisional Secretariat,80.927946,7.997114
HOTEL_0385,Classified Hotels( 1-5 Star),SANMIRA RENAISSANCE,"MATARA ROAD, UNAWATUNA",20,THREE,Galle,Habaraduwa,Galle Divisional Secretariat,80.255045,6.006051
HOTEL_0386,Classified Hotels( 1-5 Star),OMEGA REGENCY,"NO. 324, GALLE ROAD, COLOMBO 06",15,ONE,Colombo,Colombo,Colombo Divisional Secretariat,79.862086,6.869123
HOTEL_0387,Classified Hotels( 1-5 Star),CHAAYA WILD YALA,"P.O. BOX. 01, KIRINDA, TISSAMAHARAMA",61,FOUR,Hambantota,Hambantota,Hambantota Divisional Secretariat,81.405281,6.259168
HOTEL_0388,Classified Hotels( 1-5 Star),CHAAYA TRANZ HOTEL,"P.O. BOX. 01, GALLE ROAD, HIKKADUWA.",150,FOUR,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.100753,6.131353
HOTEL_0389,Classified Hotels( 1-5 Star),HOTEL NELLY,"NO. 84, 02ND CROSS STREET, VAUNIYA",20,ONE,Vavuniya,Vavuniya,Vavuniya,80.499954,8.751378
HOTEL_0390,Classified Hotels( 1-5 Star),THE KINGSBURY,"NO 48, JANADHIPATHI MAWATHA, COLOMBO 01",229,FIVE,Colombo,Colombo,Colombo Divisional Secretariat,79.84247,6.933232
HOTEL_0391,Classified Hotels( 1-5 Star),THE GRAND KANDYAN,"89/10,LADY GORDONS DRIVE, KANDY",100,FIVE,Kandy,Kandy,Kandy Divisional Secretariat,80.634571,7.3024019
HOTEL_0392,Classified Hotels( 1-5 Star),CINNAMON RED COLOMBO,"NO:59, ANANDA COOMARASWAMY MAWATHA, COLOMBO 03.",243,THREE,Colombo,Colombo,Colombo Divisional Secretariat,79.8530983,6.912114
HOTEL_0393,Classified Hotels( 1-5 Star),SHANGRI-LA S HAMBANTOTA RESORT & SPA,"SITTRAKALA WATTA, CHITHRAGALA, AMBALANTOTA",300,FIVE,Hambantota,Ambalantota Pradeshiya Sabha,Ambalantota Divisional Secretariat,81.0638697,6.1120643
HOTEL_0394,Classified Hotels( 1-5 Star),MIRAGE HOTEL,"NO: 61, MOORS ROAD, MARINE DRIVE, WELLAWATTE, COLOMBO 06",60,TWO,Colombo,Colombo,Colombo Divisional Secretariat,79.8565303,6.8705488
HOTEL_0395,Classified Hotels( 1-5 Star),THE OCEAN COLOMBO,"NO-40, MELBOURNE AVENUE, COLOMBO 04.",49,ONE,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.8530075,6.8853104
HOTEL_0396,Classified Hotels( 1-5 Star),EARLS REGENT HOTEL,"NO. 1/40, DEVENIRAJASINGHE ROAD, PERADENIYA,KANDY",60,THREE,Kandy,Kandy,Kandy Divisional Secretariat,80.610734,7.283476
HOTEL_0397,Classified Hotels( 1-5 Star),FAIRVIEW HOTEL,"NO:27, RAMKRISHNA ROAD, WELLAWATTE, COLOMBO 06",50,TWO,Colombo,Colombo,Colombo Divisional Secretariat,79.861298,6.865486
HOTEL_0398,Classified Hotels( 1-5 Star),RIU HOTEL,"GALLE ROAD, AHUNGALLE",501,FIVE,Galle,Galle,Galle Divisional Secretariat,80.0310513,6.30957
HOTEL_0399,Classified Hotels( 1-5 Star),ANANTAYA RESORT & SPA,"COCOUNT BOARD ROAD,PASSEKUDAH,KALKUDAH",51,FIVE,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,81.5499112,7.9315158
HOTEL_0400,Classified Hotels( 1-5 Star),ANANTARA PEACE HEAVEN RESORT,"GOYAMBOKKA ESTATE,TANGALLE",152,FIVE,Hambantota,Hambantota,Hambantota Divisional Secretariat,80.783869,6.012477
HOTEL_0401,Classified Hotels( 1-5 Star),TANGERINE BEACH HOTEL,"DR ABREW ROAD,WASKADUWA,KALUTHARA",179,THREE,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.9472113,6.608101
HOTEL_0402,Classified Hotels( 1-5 Star),BEST WESTERN ELYON COLOMBO,"102A, KIRULAPONE AVENUE, BASELINE ROAD, COLOMBO 05.",52,TWO,Colombo,Colombo,Colombo Divisional Secretariat,79.8740663,6.883736
HOTEL_0403,Classified Hotels( 1-5 Star),CINNAMON BEY,"MORAGOLLA BEACH,BERUWALA",200,FOUR,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.9768792,6.4522247
HOTEL_0404,Classified Hotels( 1-5 Star),PEARL GRAND HOTEL,"#09,EDWARD LANE,COLOMBO 03.",90,ONE,Colombo,Colombo,Colombo Divisional Secretariat,79.8531936,6.8961858
HOTEL_0405,Classified Hotels( 1-5 Star),OCEAN EDGE SUITES,"24,10TH LANE,MARINE DRIVE,COLOMBO3",78,THREE,Colombo,Colombo,Colombo Divisional Secretariat,79.8499153,6.898455
HOTEL_0406,Classified Hotels( 1-5 Star),COCO ROYAL BEACH,"WASKADUWA, KALUTHARA NORTH",70,TWO,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.9449985,6.6137006
HOTEL_0407,Classified Hotels( 1-5 Star),PARADISE BEACH HOTEL,"NO:289, LEWIS PLACE,NEGOMBO",61,ONE,Gampaha,Gampaha,Gampaha Divisional Secretariat,79.8386973,7.231262
HOTEL_0408,Classified Hotels( 1-5 Star),COLOMBO COURTYARD,"435,R.A DE MEL MAWATHA,COLOMBO 03",32,THREE,Colombo,Colombo,Colombo Divisional Secretariat,79.8542653,6.897765
HOTEL_0409,Classified Hotels( 1-5 Star),HOTEL JANAKI,"43, FIFE ROAD, THIMBIRIGASYAYA,COLOMBO 05",43,ONE,Colombo,Colombo,Colombo Divisional Secretariat,79.8676014,6.8907555
HOTEL_0410,Classified Hotels( 1-5 Star),VILLA OCEAN VIEW,"200/1, MOLLIGODAWATTA,WADDUWA",143,ONE,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.9286243,6.6552759
HOTEL_0411,Classified Hotels( 1-5 Star),SHANGRI- LA HOTEL COLOMBO,"NO-01, CENTRE ROAD, GALLE FACE, COLOMBO 02",541,THREE,Colombo,Colombo,Colombo Divisional Secretariat,79.844619,6.928216
HOTEL_0412,Classified Hotels( 1-5 Star),PANDANUS BEACH RESORT & SPA,"GALLE ROAD,YALEGAMA,INDURUWA 80510",76,THREE,Galle,Galle,Galle Divisional Secretariat,80.0076288,6.3797342
HOTEL_0413,Classified Hotels( 1-5 Star),JETWING LAKE,"WIJEKUMARATHUNGA MAWATHA,YAPAGAMA,DAMBULLA.",94,FOUR,Matale,Matale,Matale Divisional Secretariat,80.6465143,7.839867
HOTEL_0414,Classified Hotels( 1-5 Star),THE LAKESIDE AT NUWARAWEWA,"NEW TOWN,ANURADHAPURA",70,TWO,Anuradhapura,Anuradhapura,Anuradhapura East,80.4129173,8.337355
HOTEL_0415,Classified Hotels( 1-5 Star),THE SANCTUARY AT TISSAWEWA,"OLD TOWN,ANURADHAPURA",22,TWO,Anuradhapura,Anuradhapura,Anuradhapura East,80.3879227,8.3423584
HOTEL_0416,Classified Hotels( 1-5 Star),OZO KANDY,"NO31,SARANANKARA ROAD,KANDY",122,THREE,Kandy,Kandy,Kandy Divisional Secretariat,80.6405117,7.2883697
HOTEL_0417,Classified Hotels( 1-5 Star),THE GOLDEN CROWN HOTEL,"322,UDAGAMA,AMPITIYA",63,THREE,Kandy,Gagawata Koralya,Gagawata,80.655418,7.277162
HOTEL_0418,Classified Hotels( 1-5 Star),GRAND UDAWALAWE SAFARI RESORT,"NO 912, THANAMALVILA ROAD,UDAWALAWA",57,FOUR,Ratnapura,Udawalawa,Embilipitiya Divisional Secretariat,80.8040993,6.419811
HOTEL_0419,Classified Hotels( 1-5 Star),LAVANGA RESORT AND SPA,"GALLE ROAD,PATHUWATHA,HIKKADUWA",20,TWO,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.1175713,6.115437
HOTEL_0420,Guest Houses,ALMAMALI HOTEL,"HEDAKETIYA,ANGUNUKOLAPELESSA",12,FOUR,Hambantota,Batticaloa,Angunakolapelessa Divisional Secretariat,80.8983713,6.164142
HOTEL_0421,Guest Houses,BUWANEKA HOTEL AND RESTAURANT,"NO 01,DAMBULLA ROAD,KURUNEGALA",7,FOUR,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,80.3626379,7.4893989
HOTEL_0422,Guest Houses,HOTEL LAGOON PARADISE,"NO. 12/7,RAJAWATTE,PAMUNUGAMA",8,FIVE,Gampaha,Negombo,Negombo Divisional Secretariat,79.838623,7.135494
HOTEL_0423,Guest Houses,AMBASEVANA WALAUWA,"ARANAYAKE ROAD,USSAPITIYA,KEGALLE.",7,FIVE,Kegalle,Kegalle,Aranayaka Divisional Secretariat,80.442372,7.248193
HOTEL_0424,Guest Houses,SHANGRELA BEACH RESORT,"38, SEA BEACH ROAD, AMBALANGODA",19,FOUR,Galle,Ambalangoda,Galle Divisional Secretariat,80.051208,6.237265
HOTEL_0425,Guest Houses,GRAND CROWN HOTEL,"891,MILAGAS JUNCTION,ANURADHAPURA",10,FIVE,Anuradhapura,Anuradhapura,Anuradhapura East,80.4063884,8.3208563
HOTEL_0426,Guest Houses,JAYALATH INN,"NO.269,WELIGAMPITIYA, JAELA",6,THREE,Gampaha,Gampaha,Ja-Ela Divisional Secretariat,79.894116,7.068365
HOTEL_0427,Guest Houses,NUGASEWANA EDEN GUEST HOUSE AND RESTAURANT,"""NUGASEWANA"",PALLIKKUDAWA,TANGALLE.",6,FOUR,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,80.788431,6.017925
HOTEL_0428,Guest Houses,VIVEKA GUEST HOUSE,"64,NORTH LAKE ROAD,KURUNAGALA.",5,FIVE,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,80.364746,7.496378
HOTEL_0429,Guest Houses,JULIANA HOTEL,"NO.316,GALLE ROAD,COLOMBO 3",51,FIVE,Colombo,Colombo,Colombo Divisional Secretariat,79.850259,6.90929
HOTEL_0430,Guest Houses,THE BLUE MAGPIE,"KUDAWA WEDDAGALA, KALAWANA",12,FIVE,Ratnapura,Ratnapura,Kalawana Divisional Secretariat,80.417373,6.443468
HOTEL_0431,Guest Houses,RAMBODA FALLS HOTEL,"76, ROCK FALL ESTATE, NUWARA ELIYA ROAD, RAMBODA",24,FIVE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.698155,7.055811
HOTEL_0432,Guest Houses,LAKE LODGE GUEST HOUSE,"NO.20, ALWIS TERRACE, COLOMBO 03.",13,FIVE,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.854373,6.914976
HOTEL_0433,Guest Houses,ASNARA VILLAGE,"MORAGASWEWA,HABARANA.",12,FIVE,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,80.779024,8.031269
HOTEL_0434,Guest Houses,POLWATHTHA ECO-LODGES,"69/1, WEPATHANA, GOMAGODA.",5,FOUR,Kandy,Kandy,Kundasale Divisional Secretariat,80.73704,7.326892
HOTEL_0435,Guest Houses,HOTEL SANDA DIYA,"POLONNARUWA ROAD,PELWEHERA,DAMBULLA.",6,FIVE,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.677257,7.910221
HOTEL_0436,Guest Houses,NEW PANORAMA,"NO 302/1, MARADANA ROAD, MORAGALLA, BERUWALA",9,FOUR,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.97774,6.457364
HOTEL_0437,Guest Houses,MARINA BENTOTA,"PARADISE ISLAND, NATIONAL HOLIDAY RESORT, BENTOTA.",13,FIVE,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.994808,6.428809
HOTEL_0438,Guest Houses,PEARL CLIFF HOTEL,"NO.25C, BROWNS HILL, MATARA",10,FIVE,Matara,Matara,Matara Divisional Secretariat,80.565161,5.942197
HOTEL_0439,Guest Houses,CANTALOUPE VILLAS,"MATARA ROAD, PALATUGAHA JUNCTION, HABARADUWA",16,FIVE,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.294133,5.994196
HOTEL_0440,Guest Houses,ROYAL GARDEN GUEST HOUSE,"200,HOROWAPOTHANA ROAD,VAVUNIYA",5,FOUR,Vavuniya,Vavuniya,Vavuniya,80.501698,8.754049
HOTEL_0441,Guest Houses,DAMPE VILLAGE,"222,DAMPE,MADAPATHA.",11,FIVE,Colombo,Kesbewa,Kesbewa Divisional Secretariat,79.915921,6.771875
HOTEL_0442,Guest Houses,JASMINE INN,"MATARA ROAD, TALPE",12,FOUR,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.266027,5.999494
HOTEL_0443,Guest Houses,AQUA PEARL LAKE RESORT,"201, GALKANUWA ROAD, GORAKANA MORATUWA",20,FIVE,Colombo,Moratuwa,Moratuwa Divisional Secretariat,79.909622,6.763687
HOTEL_0444,Guest Houses,SEA PORT GUEST HOUSE,"NO.70, ETHUKALA, NEGOMBO",10,FIVE,Gampaha,Negombo,Negombo Divisional Secretariat,79.841867,7.240334
HOTEL_0445,Guest Houses,BRIGHTEN REST,"214/2, MESSENGER STREET , COLOMBO 12",24,FIVE,Colombo,Colombo,Colombo Divisional Secretariat,79.863959,6.94154
HOTEL_0446,Guest Houses,COTTAGE TOURIST REST,"388/38, HARISCHANDRA MAWATHA, ANURADHAPURA",6,FOUR,Anuradhapura,Anuradhapura,Anuradhapura East,80.416088,8.332007
HOTEL_0447,Guest Houses,GIHANS FAMILY RESTAURANT AND GUEST,"NO 90, S. D. S JAYASINGHE MAWATHA, KOHUWALA",5,FOUR,Colombo,Dehiwala-Mount Lavinia,Colombo Divisional Secretariat,79.908237,6.857903
HOTEL_0448,Guest Houses,LINROSE HOTEL,"175/1, KANDY ROAD, ALUTHGAMA, BOGAMUWA, YAKKALA",9,FIVE,Gampaha,Gampaha,Gampaha Divisional Secretariat,80.048479,7.109119
HOTEL_0449,Guest Houses,DHARSHANA RESTAURANT,"MATARA ROAD, MAKANDURA",5,FOUR,Matara,Mulatiyana Pradeshiya Sabha,Mulatiyana Divisional Secretariat,80.556558,6.138621
HOTEL_0450,Guest Houses,MONREPO GUEST HOUSE AND RESTAURANT,"NO 107, GALA JUNCTION KANDY ROAD KIRIBATHGODA",17,FOUR,Gampaha,Mahara Pradeshiya Sabha,Gampaha Divisional Secretariat,79.932947,6.984369
HOTEL_0451,Guest Houses,THE OTHER CORNER,"LAKSIRIGAMA, PALIGASWEWA, HABARANA",9,FIVE,Anuradhapura,Anuradhapura,Anuradhapura East,80.742822,8.038626
HOTEL_0452,Guest Houses,NEW KOTHMALE HOLIDAY RESORT,"RIVER SIDE,MAWATURA,GAMPOLA.",5,FIVE,Kandy,Gampola,Kandy Divisional Secretariat,80.594895,7.063906
HOTEL_0453,Guest Houses,WAGON WHEEL,"245/1, HILL HOUSE GARDENS,DEHIWALA.",5,FIVE,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.866431,6.851757
HOTEL_0454,Guest Houses,SOBA LANKA HOLIDAY RESORT,"BALAWATTALA ROAD, MELSIRIPURA.",9,FOUR,Kurunegala,Ibbagamuwa Pradeshiya Sabha,Ibbagamuwa Divisional Secretariat,80.505763,7.626349
HOTEL_0455,Guest Houses,NEW WADDUWA BEACH RESORT,"NO 14, RATHNAYAKA PLACE, THALPITIYA SOUTH, WADDUWA",11,FIVE,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.922276,6.673997
HOTEL_0456,Guest Houses,COLOMBO SWIMMING CLUB,"STORM LODGE, NO 148, GALLE ROAD, COLOMBO 03",17,FIVE,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.847602,6.914766
HOTEL_0457,Guest Houses,RIVERDALE VILLAS,"NO 46, GALLE ROAD, MORAGALLA, ALUTHGAMA",8,FIVE,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.990433,6.445542
HOTEL_0458,Guest Houses,NITHILA INN,"228/J, BANDARAGAMA ROAD, KESBEWA",6,FOUR,Colombo,Kesbewa,Kesbewa Divisional Secretariat,79.940755,6.794258
HOTEL_0459,Guest Houses,DIL REST,"RATNAPURA ROAD, GURUGODA, HORANA",6,FIVE,Kalutara,Horana Pradeshiya Sabha,Horana Divisional Secretariat,80.099906,6.730412
HOTEL_0460,Guest Houses,OCEAN VILLA,"NO. 14, JOHN KEELS HOUSING COMPLEX, PINWATTA, PANADURA",4,FIVE,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.930813,6.655353
HOTEL_0461,Guest Houses,SYZYGY GARDEN,"NO. 475, KURUNDANKULAMA ANURADHAPURA",7,FOUR,Anuradhapura,Anuradhapura,Anuradhapura East,80.446212,8.346319
HOTEL_0462,Guest Houses,KANRO HOLIDAY RESORT,"NO. 117, HANWELLA ROAD, TITTAPATHTHARA",7,FOUR,Gampaha,Gampaha,Gampaha Divisional Secretariat,80.084443,6.930542
HOTEL_0463,Guest Houses,THE MOUNTAIN HEAVENS,"KITHAL ELLA, ELLA",9,FIVE,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.046036,6.871162
HOTEL_0464,Guest Houses,SOLIS TOURIST REST,"NO. 217, NUPE, MATARA",10,FIVE,Matara,Matara,Matara Divisional Secretariat,80.536898,5.948347
HOTEL_0465,Guest Houses,ANON REST,"YAPAGAMA, MATALE ROAD, DAMBULLA",18,FIVE,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.653899,7.846443
HOTEL_0466,Guest Houses,HOTEL WESTEERN,"NO. 35, FRANKFURT PLACE, COLOMBO 04",44,FIVE,Colombo,Colombo,Colombo Divisional Secretariat,79.855433,6.883914
HOTEL_0467,Guest Houses,HOTEL GREEN VALLEY,"OLD COLOMBO ROAD, HANWELLA",18,FIVE,Colombo,Colombo,Colombo Divisional Secretariat,80.077071,6.909187
HOTEL_0468,Guest Houses,LAGOON GARDEN,"KALAWILAWATTA, MORAGALLA, ALUTHGAMA",5,FOUR,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.991388,6.445224
HOTEL_0469,Guest Houses,HOTEL ELEPHANT VIEW,"PINNAWALA, RAMBUKKANA",4,FIVE,Kegalle,Rambukkana Pradeshiya Sabha,Rambukkana Divisional Secretariat,80.385921,7.298837
