hotel_id,type,name,address,rooms,grade,district,aga_division,local_authority,longitude,latitude
HOTEL_0001,Boutique Hotels,THE THEVA RESIDENCY,"11/B5/10-1 06TH LANE, HANTANA,KANDY",10,UNRATED,Kandy,Kandy Divisional Secretariat,Kandy,80.635411,7.276036
HOTEL_0002,Boutique Hotels,HIGHLAND VILLA,"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",10,UNRATED,Matara,Weligama Divisional Secretariat,Weligama Pradeshiya Sabha,80.409972,5.960334
HOTEL_0003,Boutique Hotels,ULAGALLA WALAWWA RESORT,"THIRAPPANE, ANURADHAPURA",21,UNRATED,Anuradhapura,Anuradhapura East,Anuradhapura,80.545063,8.205927
HOTEL_0004,Boutique Hotels,GALLE FORT HOTEL,"NO.28, CHURCH STREET, FORT , GALLE",14,UNRATED,Galle,Galle Divisional Secretariat,Galle,80.217563,6.026649
HOTEL_0005,Boutique Hotels,AMANWELLA,"WELLAWATURA, GODELLAWELA, TANGALLE",30,UNRATED,Hambantota,Tangalle Divisional Secretariat,Tangalle Pradeshiya Sabha,80.777376,6.006174
HOTEL_0006,Boutique Hotels,ADITYA,"719/1, GALLE ROAD, DEVENIGODA,RATHGAMA",12,UNRATED,Galle,Galle Divisional Secretariat,Galle,80.134978,6.094732
HOTEL_0007,Boutique Hotels,BUCKINGAM PLACE,"REKAWA VILLAGE, NETOLPITIYA, TANGALLE",11,UNRATED,Hambantota,Tangalle Divisional Secretariat,Tangalle Pradeshiya Sabha,80.855462,6.047336
HOTEL_0008,Boutique Hotels,CLUB VILLA,"NO.138/15, GALLE ROAD, BENTOTA",15,UNRATED,Galle,Benthota Divisional Secretariat,Bentota Pradeshiya Sabha,79.999034,6.414093
HOTEL_0009,Boutique Hotels,SAMAN VILLAS,"ATURUWELLA, INDURUWA",27,UNRATED,Galle,Galle Divisional Secretariat,Galle,80.004447,6.395518
HOTEL_0010,Boutique Hotels,MANDARA RESORT,"NO. 416, MODARAWATTA, PELENA, MIRISSA, WEILIGAMA",12,UNRATED,Matara,Matara Divisional Secretariat,Weligama Pradeshiya Sabha,80.453836,5.964016
HOTEL_0011,Boutique Hotels,VIL UYANA,"RANGIRIGAMA, SIGIRIYA",30,UNRATED,Matale,Matale Divisional Secretariat,Matale,80.720275,7.92971
HOTEL_0012,Boutique Hotels,TAMARIND HILL HOTEL,"NO.288,GALLE ROAD, DADELLA, GALLE",11,UNRATED,Galle,Galle Divisional Secretariat,Galle,80.19736,6.044845
HOTEL_0013,Boutique Hotels,PARADISE ROAD TINTAGEL COLOMBO,"NO.65, ROSMEAD PLACE,COLOMBO 07",10,UNRATED,Colombo,Colombo Divisional Secretariat,Colombo,79.869959,6.915033
HOTEL_0014,Boutique Hotels,BROOK BOUTIQUE,"ALI PALLAMA, MADAHAPOLA ROAD, MELSIRIPURA",10,UNRATED,Kurunegala,Polpithigama Divisional Secretariat,Polpithigama Pradeshiya Sabha,80.512511,7.726939
HOTEL_0015,Boutique Hotels,THE FORTRESS,KOGGALA,49,UNRATED,Galle,Galle Divisional Secretariat,Galle,80.326424,5.986535
HOTEL_0016,Boutique Hotels,CASA COLOMBO,"NO.231, GALLE ROAD, COLOMBO 03",11,UNRATED,Colombo,Colombo Divisional Secretariat,Colombo,79.857693,6.888839
HOTEL_0017,Boutique Hotels,AMANGALLE,"NO. 10 CHURCH ROAD, GALLE",28,UNRATED,Galle,Galle Divisional Secretariat,Galle,80.216995,6.028977
HOTEL_0018,Boutique Hotels,MAALU MAALU RESORTS & SPA,"TOURISM ZONE, PASSIKUDAH.",40,UNRATED,Batticaloa,Koralai Pattu Divisional Secretariat,Batticaloa,81.561268,7.92839
HOTEL_0019,Boutique Hotels,THE WALAWWA,"MINUWANGODA ROAD,OPATHA,KOTUGODA.",17,UNRATED,Gampaha,Minuwangoda Divisional Secretariat,Minuwangoda Pradeshiya Sabha,79.927908,7.131981
HOTEL_0020,Boutique Hotels,BOULDER GARDEN,"KOSWATTA,KALAWANA.",10,UNRATED,Ratnapura,Kalawana Divisional Secretariat,Ratnapura,80.385872,6.514558
HOTEL_0021,Boutique Hotels,JIMS FARM VILLA,"AHELAPOLA, PELLEPOLA, MATALE",10,UNRATED,Matale,Pallepola Divisional Secretariat,Ahelapola,80.619922,7.621357
HOTEL_0022,Boutique Hotels,LANGDALE RESORT & SPA,"P.O BOX 01, NANUOYA, RADELLA,NUWARAELIYA",13,UNRATED,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,Kotapola Pradeshiya Sabha,80.718066,6.929208
HOTEL_0023,Boutique Hotels,THE FORT BAZAAR,"26, CHURCH STREET, GALLE FORT, GALLE",18,UNRATED,Galle,Galle Divisional Secretariat,Galle,80.2154963,6.026844
HOTEL_0024,Boutique Hotels,"WATER GARDEN,SIGIRIYA","KIBISSA, SIGIRIYA",30,UNRATED,Matale,Dambulla Divisional Secretariat,Dambulla Pradeshiya Sabha,80.7441833,7.994399
HOTEL_0025,Boutique Hotels,SOORIYA RESORT & SPA,"SOORIYA RESORT & SPA, REKAWA BEACH, TANGALLE",38,UNRATED,Hambantota,Tangalle Divisional Secretariat,Tangalle Pradeshiya Sabha,80.8635393,6.048141
HOTEL_0026,Boutique Hotels,WILD COAST TENTED LODGE,"PALATUPANA,YALA.",28,UNRATED,Hambantota,Thissamaharama Divisional Secretariat,Thissamaharama,81.4064072,6.2607399
HOTEL_0027,Boutique Hotels,THE HABITAT,"47/23,PARATHARAKAYA CIRCULATION ROAD, KOSGODA",28,UNRATED,Galle,Balapitiya Divisional Secretariat,balapitiya,80.0258226,6.3405694
HOTEL_0028,Boutique Villas,ROCK VILLA,"NEELISGEWATTA,ALAWATHUGODA,BENTOTA.",7,UNRATED,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.9973733,6.41358
HOTEL_0029,Boutique Villas,MIRAGE KINGS COTTAGE,"NO 111, HAVELOCK DRIVE, OFF UPPER LAKE ROAD,NUWARAELIYA.",11,UNRATED,Nuwara Eliya,Nuwara Eliya,Nugegoda Divisional Secretariat,80.7723742,6.9641218
HOTEL_0030,Boutique Villas,DUNKELD BUNGALOW,"DUNKEL BUNGALOW, DANKELD ESTATE, DICKOYA",5,UNRATED,Nuwara Eliya,Ambalantota Pradeshiya Sabha,Ambalangoda Divisional Secretariat,80.572933,6.858082
HOTEL_0031,Boutique Villas,SUMMERVILLE,"TEA TRAILS (PVT) LTD, SUMMERVILLE BUNGALOW, SUMMERVILLE, DICKOYA, HATTON.",5,UNRATED,Nuwara Eliya,Ambagamuwa Pradeshiya Sabha,Ambagamuwa Divisional Secretariat,80.580983,6.867271
HOTEL_0032,Boutique Villas,MIRISSA HILLS,"HENWALA ROAD, HENWALA, MIRISSA",8,UNRATED,Matara,Galle,Galle Divisional Secretariat,80.465105,5.963842
HOTEL_0033,Boutique Villas,WILD GRASS NATURE RESORT,SIGIRIYA,5,UNRATED,Matale,Matale,Matale Divisional Secretariat,80.724371,7.904267
HOTEL_0034,Boutique Villas,NORWOOD BUNGALOW,"TEA TRAILS,NUWARA ELIYA.",5,UNRATED,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.60413,6.834541
HOTEL_0035,Boutique Villas,VILLA SAFFRON,"NO,776,GALLE ROAD,THIRANGAMA,HIKKADUWA",5,UNRATED,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.1137,6.12222
HOTEL_0036,Boutique Villas,MOUNT HAVANA LUXURY BOUTIQUE VILLA,"P.O. BOX. 28, WATTAHENA, GAMPOLA.",5,UNRATED,Kandy,Gampola,Udapalatha Divisional Secretariat,80.599521,7.144944
HOTEL_0037,Boutique Villas,LAKE LODGE BOUTIQUE HOTEL,"16,DIVISION,WEWA ROAD,KANDALAMA,DAMBULLA",6,UNRATED,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.690316,7.863126
HOTEL_0038,Boutique Villas,MOUNT BATTEN BUNGALOW,"BOWALAWATTA,WAITRARAMA,ARANVA ROAD,KANDY",3,UNRATED,Kandy,Kandy,Kandy Divisional Secretariat,80.619447,7.255123
HOTEL_0039,Boutique Villas,ELLERTON HOTEL,"NAWA GURUKELLE, DOLUWA, GAMPOLA",5,UNRATED,Kandy,Gampola,Gampola Divisional Secretariat,80.629261,7.187229
HOTEL_0040,Boutique Villas,ROSYTH ESTATE HOUSE,"ROSYTH ESTATE,PUSSELLA,KEGALLE",7,UNRATED,Kegalle,Kegalle,Kegalle Divisional Secretariat,80.352821,7.276954
HOTEL_0041,Boutique Villas,ERAELIYA VILLAS AND GARDENS,"NO : 299,WALLIWALA,KAPPARATOTA,WELIGAMA.",7,UNRATED,Matara,Matara,Weligama Divisional Secretariat,80.413849,5.958113
HOTEL_0042,Boutique Villas,WATERSIDE BENTOTA,"YATHRAMULLA,BENTOTA",6,UNRATED,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.007114,6.430846
HOTEL_0043,Boutique Villas,COCO BAY,"NO. 4/10, RUMASSALA, UNAWATUNA.",8,UNRATED,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.243972,6.027435
HOTEL_0044,Boutique Villas,REEF VILLA & SPA,"NO.78,SAMANTHARA RD, WADDUWA",7,UNRATED,Kalutara,Kalutara Pradeshiya Sabha,Wadduwa,79.928253,6.658974
HOTEL_0045,Boutique Villas,DVILLAS LUXURY,"193/1, GNANENDRA MAWATHA, NAWALA",6,UNRATED,Colombo,Colombo,Colombo Divisional Secretariat,79.8872566,6.8864696
HOTEL_0046,Boutique Villas,ERA BEACH HOTEL,"NO. 834, MATARA ROAD, THALPE",6,UNRATED,Galle,Galle,Galle Divisional Secretariat,80.2727742,5.9984781
HOTEL_0047,Boutique Villas,THE RIVER HOUSE,"NO.70, UTTAMAGHNA MAWATHA,WALAGEDERA, BALAPITIYA",5,UNRATED,Galle,Galle,Galle Divisional Secretariat,80.043303,6.260578
HOTEL_0048,Boutique Villas,KAHANDA KANDA,"AGULUGAHA, GALLE",6,UNRATED,Galle,Galle,Galle Divisional Secretariat,80.345978,6.020899
HOTEL_0049,Boutique Villas,APA VILLA,"78TH MILE POST, MATARA ROAD, THALPE",5,UNRATED,Galle,Galle,Galle Divisional Secretariat,80.27272,6.04173
HOTEL_0050,Boutique Villas,WARWICK GARDEN,"AMBEWELA DIVISION, WARWICK ESTATE, BORAGAS",5,UNRATED,Nuwara Eliya,Welimada Pradeshiya Sabha,Welimada Divisional Secretariat,80.828226,6.897703
HOTEL_0051,Boutique Villas,VILLA REPUBLIC GALLE,"607/10,COLOMBO ROAD,GINTOTA,GALLE.",8,UNRATED,Galle,Galle,Galle Divisional Secretariat,80.179398,6.058846
HOTEL_0052,Boutique Villas,COCOON RESORT AND VILLAS,"KAIKAWALA ROAD, INDURUWA",10,UNRATED,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.012888,6.373562
HOTEL_0053,Boutique Villas,C & I BEACH HOTEL,"57,IRANAWILA WATTA, IRANAWILA, CHILAW",11,UNRATED,Puttalam,Chilaw Pradeshiya Sabha,Puttalam Divisional Secretariat,79.796028,7.506236
HOTEL_0054,Boutique Villas,THE SUN HOUSE,"NO.18, UPPER DICKSON ROAD, GALLE",6,UNRATED,Galle,Galle,Galle Divisional Secretariat,80.218948,6.038032
HOTEL_0055,Boutique Villas,TIENTSIN BUNGALOW,"TIENTSIN BUNGALOW, TIENTSIN, BOGAWANTALAWA",6,UNRATED,Nuwara Eliya,Ambagamuwa Pradeshiya Sabha,Nuwara Eliya Divisional Secretariat,80.657846,6.81343
HOTEL_0056,Boutique Villas,THE KANDY HOUSE,"AMUNUGAMA WALAWWA GUNNAPANA, KANDY",10,UNRATED,Kandy,Kandy,Kundasale Divisional Secretariat,80.61396,7.282111
HOTEL_0057,Boutique Villas,WHY HOUSE,"MIHIRIPENNA, TALPE, GALLE",8,UNRATED,Galle,Galle,Galle Divisional Secretariat,80.266573,6.007401
HOTEL_0058,Boutique Villas,CASTLEREAGH BUNGALOW,"CASTLEREAGH DIVISION, CEYLON TEA TRAILS, DICKOYA, HATTON",5,UNRATED,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.572189,6.866252
HOTEL_0059,Boutique Villas,TURTLE BAY,"GURUPOKUNA,KALAMETIYA, HUNGAMA",8,UNRATED,Hambantota,Hambantota,Hambantota Divisional Secretariat,80.933843,6.076428
HOTEL_0060,Boutique Villas,ARIKA VILLAS,"PUWAKATAWALA ROAD,40TH MILE POST,OFF MATALE ROAD,DAMBULLA.",9,UNRATED,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.66269,7.792484
HOTEL_0061,Boutique Villas,CLINGENDAEL,"VICTORIA GOLF & COUNTRY RESORT,P.O.BOX 7, KANDY.",5,UNRATED,Kandy,Kandy,Medadumbara Divisional Secretariat,80.774172,7.267445
HOTEL_0062,Boutique Villas,INDISCH,"NO.246,AHANGAMA KANDA,AHANGAMA.",5,UNRATED,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.372564,5.967664
HOTEL_0063,Boutique Villas,PARADISE ROAD THE VILLA BENTOTA,"138/18, GALLE ROAD,BENTOTA",8,UNRATED,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.999713,6.411732
HOTEL_0064,Bangalows,KIVGA HOLIDAY HOME,"4C/8 FIRST STAGE, MIHINDU MAWATHA, ANURADHAPURA",4,FIVE,Anuradhapura,Anuradhapura,Anuradhapura East,80.416952,8.333752
HOTEL_0065,Bangalows,VILLA SUNBIRD,"89B, WELLAMANKARAYA, OFF HUE FERNANDO MAWATHA, NAINAMADAMA",6,FIVE,Puttalam,Polonnaruwa,Wennappuwa Divisional Secretariat,79.837662,7.306926
HOTEL_0066,Bangalows,COMILLA BUNGALOW,"""COMILLA WATHE"" 76/5, INDURUGALLA, WATHURUGAMA",3,FIVE,Gampaha,Gampaha,Dompe Divisional Secretariat,80.0942621,7.0566908
HOTEL_0067,Bangalows,SACHAL MIR'S,"2-C, DUNGALPITIYA, THALAHENA, NEGAMBO",4,FOUR,Gampaha,Negombo,Negombo Divisional Secretariat,79.8311,7.152417
HOTEL_0068,Bangalows,MISTY HILLS BOUTIQUE COTTAGE,"20/23,TOP PASS, KANDY ROAD, NUWARAELIYA.(VIA SANASA RESORT)",4,FIVE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.7458665,6.9906717
HOTEL_0069,Bangalows,THE PIER,"NO 113/8B ,DUWAWATTA, ST PETER'S ROAD, KORALAWELLA. MORATUWA.",4,FIVE,Colombo,Moratuwa,Moratuwa Divisional Secretariat,79.888801,6.773335
HOTEL_0070,Bangalows,SADULA HOLIDAY RESORT,"PULLAYAR JUNCTION, MIHINTHALE ROAD, ANURADHAPURA.",5,FOUR,Anuradhapura,Anuradhapura,Anuradhapura East,80.4307097,8.3538076
HOTEL_0071,Bangalows,ST.ANNE S LAGOON HOUSE,"SOTHTHUPITIYA WADIYA, KALPITIYA ROAD, PALAKKUDA.",6,FIVE,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.759615,8.229533
HOTEL_0072,Bangalows,FOREST PARADISE GUEST HOME,"PASSARA ROAD, ELLA.",5,FOUR,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.05151,6.874164
HOTEL_0073,Bangalows,THE RANMIN BUNGALOW,"NO.9, TUDUWA, DAMPE, PILIYANDALA.",3,FOUR,Colombo,Colombo,Colombo Divisional Secretariat,79.918606,6.766099
HOTEL_0074,Bangalows,CLOUDS,"64,LILY AVE, HAPUTALE.",5,FIVE,Badulla,Haputale,Haputale Divisional Secretariat,80.94992,6.7647
HOTEL_0075,Bangalows,CASA BLANCO,"395/95, HILL CREST GREEN ,BOWALAWATTE, UDA PERADENIYA, KANDY.",4,FIVE,Kandy,Kandy,Kandy Divisional Secretariat,80.618416,7.254844
HOTEL_0076,Bangalows,HORAKELLE ESTATE,"BLOCK NO 2, PALLIYAPITIYA, DUNAGAHA.",9,FIVE,Gampaha,Gampaha,Gampaha Divisional Secretariat,79.971366,7.251445
HOTEL_0077,Bangalows,ANKINDA LUXURIOUS VILLA,"293/11M, SURAMYA PLACE, GORAKAPOLA, PANADURA",4,FIVE,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.904943,6.740224
HOTEL_0078,Bangalows,SILVER BEACH HOTEL,"66/12, ALLES GARDEN, UPPUVELI,TRINCOMALEE",5,THREE,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.218226,8.616767
HOTEL_0079,Bangalows,SAMANPAYA HOLIDAY BUNGALOW,"HELAMUDUNA, BANDARAWELA.",4,FIVE,Badulla,Bandarawela Pradeshiya Sabha,Haputale Divisional Secretariat,80.983702,6.842848
HOTEL_0080,Bangalows,LE GRAND MEAULNES - FAMILY HOLIDAY BUNGALOW,"""GREEN PATH"", TRINCOMALEE RD,HABARANA.",3,FOUR,Anuradhapura,Anuradhapura,Anuradhapura East,80.760551,8.048284
HOTEL_0081,Bangalows,ABERDEEN RANGE HOLIDAY HOME,"RANJIRAWA, GINIGATHHENA",3,FOUR,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.465755,6.996841
HOTEL_0082,Bangalows,CLUB LESPRI,"322,TRANQUILITY, GALAHA ROAD, NILLAMBA",6,FIVE,Kandy,Kandy,Kandy Divisional Secretariat,80.639866,7.199854
HOTEL_0083,Bangalows,BLUE LAGOON,"""BLUE LAGOON'WELLAWATTE,HIKKADUWA",3,FOUR,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.101595,6.147039
HOTEL_0084,Bangalows,SENANI COLONIAL HOLIDAY BUNGALOW,"NO.80,LADY MC CALUM DRIVE,HAWAELIYA,NUWARA ELIYA",4,FIVE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.776064,6.973548
HOTEL_0085,Bangalows,RIVER SIDE INN FUJI,"81,CIRCULAR ROAD,OBADAWATTA,BENTOTA",4,FIVE,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.007141,6.428151
HOTEL_0086,Bangalows,KANDY HOUSE,"NO 95,UPUL MAWATHA, ,5TH LANE,PRIMROSE GARDEN,KANDY",2,FIVE,Kandy,Kandy,Kandy Divisional Secretariat,80.613952,7.282027
HOTEL_0087,Bangalows,LANDS END,"649/13,SK TOWN,MEDDAWATTA,MATARA",3,THREE,Matara,Matara,Matara Divisional Secretariat,80.570361,5.939156
HOTEL_0088,Bangalows,SERENITY VILLA,"NO.14/2,AMARASENA MAWATHA,HIKKADUWA",3,THREE,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.101597,6.139843
HOTEL_0089,Bangalows,SPRING ACRE,"NO.495 A-4, KANDY ROAD, TOPPASS,NUWARA ELIYA",4,FIVE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.748221,6.990897
HOTEL_0090,Bangalows,TEA HILLS,"LYND HEAVEN , FRUIT HILL, HATTON",4,FOUR,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.590915,6.896988
HOTEL_0091,Bangalows,REEF EDGE RESORT,"NO 11C, BEACH ROAD , POLHENA ,MATARA",4,FOUR,Matara,Matara,Matara Divisional Secretariat,80.528325,5.936969
HOTEL_0092,Bangalows,THE OCEAN FRONT,"14, SELLAMUTTU AVENUE, COLOMBO 3",6,FIVE,Colombo,Colombo,Colombo Divisional Secretariat,79.8491,6.908351
HOTEL_0093,Bangalows,JASMINE HOMES,"27/1, GREENFIELD PARK, MADIWELA, KOTTE",3,FIVE,Colombo,Colombo,Colombo Divisional Secretariat,79.92095,6.876324
HOTEL_0094,Bangalows,CEILAO VILLAS COLOMBO,"47/1,JAWATTE ROAD, COLOMBO 5.",6,FIVE,Colombo,Colombo,Colombo Divisional Secretariat,79.867188,6.897036
HOTEL_0095,Bangalows,5TH LANE HOUSE,"51/1A, FIFTH LANE COLOMBO 3.",4,FIVE,Colombo,Colombo,Colombo Divisional Secretariat,79.854306,6.904586
HOTEL_0096,Bangalows,MUTTON BUTTON,"96/21/D, RAJAPIHILLA MAWATHA, KANDY",8,FIVE,Kandy,Kandy,Kandy Divisional Secretariat,80.644256,7.284123
HOTEL_0097,Bangalows,CEILAO VILLAS KIRINDA,"SUDUWELIPALASSA, KATTADIWEWA, KIRINDA.",2,FIVE,Hambantota,Hambantota,Hambantota Divisional Secretariat,81.33386,6.228375
HOTEL_0098,Bangalows,CEILAO VILLAS KABALANA,"KABALANA, WELHENGODA, AHANGAMA.",4,FIVE,Galle,Galle,Galle Divisional Secretariat,80.346907,5.978085
HOTEL_0099,Bangalows,FOREST VILLA,"185B, RAJAPIHILLA MW, KANDY",5,FOUR,Kandy,Kandy,Kandy Divisional Secretariat,80.643597,7.284137
HOTEL_0100,Bangalows,VIHARAGALA ESTATE BUNGALOW,"BERAGALA KOSLANDA RD, NIKAPOTHA P.O. VIA HAPUTALE",5,FIVE,Badulla,Haldummulla Pradeshiya Sabha,Haldummulla Divisional Secretariat,80.941688,6.760753
HOTEL_0101,Bangalows,LA VILLA SANCTUARY,"1143/G/6, THE SANCTUARY, FOREST DRIVE, THALAWATHUGODA.",2,FIVE,Colombo,Colombo,Colombo Divisional Secretariat,79.932122,6.879158
HOTEL_0102,Bangalows,PARADISE KANDY,"195/7A,RICHMOND HILL ESTATE, HEERASSAGALA,KANDY",5,FIVE,Kandy,Kandy,Kandy Divisional Secretariat,80.619126,7.276424
HOTEL_0103,Bangalows,SUNROCK,"195/1A, HEERASSAGALA ROAD, KANDY.",5,FIVE,Kandy,Kandy,Kandy Divisional Secretariat,80.622612,7.27082
HOTEL_0104,Bangalows,THE BLISS,"18, WIJEYA ROAD, TUDELLA, JA ELA.",5,FOUR,Gampaha,Gampaha,Ja-Ela Divisional Secretariat,79.893517,7.066622
HOTEL_0105,Bangalows,JUNGLE TIDE,"UDUWELA,HANTANE,KANDY",4,FIVE,Kandy,Kandy,Kandy Divisional Secretariat,80.655947,7.233831
HOTEL_0106,Bangalows,NATURES TREAT BUNGLOW,"494/4, 4TH LANE,RUWANPURA SOUTH, KALAPALALUWAWE ROAD, AGGONA JUNCTION",3,FIVE,Colombo,Kaduwela Pradeshiya Sabha,Battaramulla,79.920741,6.914802
HOTEL_0107,Bangalows,DINUDA RESORT,"PUDUKUDUERIPPU, SETHAWADI, KALPITIYA",4,THREE,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.736991,8.229038
HOTEL_0108,Bangalows,LANDS END BUNGALOW,"YADDEHIMULLA ROAD, UNAWATUNA",7,FIVE,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.240342,6.008725
HOTEL_0109,Bangalows,GREGORY'S BUNGALOW,"109, UPPER LAKE ROAD, NUWARA ELIYA",6,FIVE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.784538,6.956362
HOTEL_0110,Bangalows,KAHAMBE ESTATE VILLA,"73/1, KAHAMBE ESTATE, KAHAMBE, PILIMATHALAWA",4,THREE,Kandy,Udunuwara Pradeshiya Sabha,Udunuwara Divisional Secretariat,80.550455,7.255776
HOTEL_0111,Bangalows,TEARAMB HOLIDAY BUNGALOW,"38, KARAGASTHALAWA, KATUKITHULA",4,FOUR,Nuwara Eliya,Wellawaya,Kothmale Divisional Secretariat,80.676164,7.074153
HOTEL_0112,Bangalows,AIRPORT VILLA,"LIVER BROTHER ROAD, LIYANAGEMULLA ROAD, SEEDUWA",5,FIVE,Gampaha,Seeduwa,Katana Divisional Secretariat,79.872697,7.142227
HOTEL_0113,Bangalows,SATORI VILLA,"KORATUWA GEDARA, MATARAMBA ROAD, UNAWATUNA, GALLE.",4,FIVE,Galle,Akmeemana,Akmeemana Divisional Secretariat,80.271419,6.021524
HOTEL_0114,Bangalows,GALKANDA WALAUWE,"27, WALALA, MENIKHINNA",3,FOUR,Kandy,Kundasle,Kundasale Divisional Secretariat,80.687187,7.319149
HOTEL_0115,Bangalows,HILL WAY TOUR INN,"102 1/1, RAJAPIHILLAWA MAWATHA, KANDY",5,THREE,Kandy,Kandy,Kandy Divisional Secretariat,80.649055,7.283988
HOTEL_0116,Bangalows,DEERPOINT BUNGALOW,"18/7A,SISIL SEWANA, SIRIMALWATTA, KANDY",6,FOUR,Kandy,Kundasle,Kandy Divisional Secretariat,80.650061,7.300052
HOTEL_0117,Bangalows,SERENITY LAKE FRONT VILLA,"90/15(90/13A), BILYMORIA MAWATHA, IHALA INDEBEDDA, MORATUWA",4,FIVE,Colombo,Moratuwa,Moratuwa Divisional Secretariat,79.900295,6.77621
HOTEL_0118,Bangalows,GALKADAWALA FOREST LODGE,"GALKADAWALA, PALUGASWEWA, HABARANA",4,FIVE,Polonnaruwa,Palugaswewa,Palugaswewa,80.69252,8.031355
HOTEL_0119,Bangalows,ABEYS VILLA,"140, GALLE ROAD,PINWATTE,PANADURA",5,FIVE,Kalutara,Panadura Pradeshiya Sabha,Kalutara Divisional Secretariat,79.918264,6.686462
HOTEL_0120,Bangalows,KOTHMALE HOLIDAY BUNGALOW,"126, NAWA NUGAWELA, GAMPOLA",3,FOUR,Nuwara Eliya,Nuwara Eliya,Kothmale Divisional Secretariat,80.592182,7.063135
HOTEL_0121,Bangalows,PEACOCK RESIDENCE,"NIDANGALA WATTE, MALIGATENNA, 5 ELA, SHRAWASTIPURA",5,THREE,Anuradhapura,Anuradhapura,Anuradhapura East,80.38993,8.308446
HOTEL_0122,Bangalows,PLANTATION VILLA,"PLANTATION VILLA, WATTALAYA WATTE, NEHINNA, DODANGODA",8,FIVE,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,80.062346,6.548825
HOTEL_0123,Bangalows,VILLA MAYURANA,"PELASSA ROAD, SANTHOSAGAMA 80650, AHANGAMA",4,FIVE,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.341569,6.007656
HOTEL_0124,Bangalows,ROYAL COCOON,"2, WEDDERBURN ROAD, NUWARA ELIYA",7,FIVE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.770444,6.968445
HOTEL_0125,Bangalows,APSARA,"332, WELIPENNA ROAD, ALUTHGAMA",3,FIVE,Kalutara,Aluthgama,Aluthgama,80.003386,6.433525
HOTEL_0126,Bangalows,PASMEEGODA ESTATE BUNGALOW,"PASMEEGODA ESTATE, KOHOLANA, KALUTARA",4,THREE,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.966016,6.588994
HOTEL_0127,Bangalows,HILL CREST VILLA,"3, HILL CREST VILLA GREEN, UDA PERADENIYA, KANDY",5,FOUR,Kandy,Kandy,Gagawata,80.61694,7.257661
HOTEL_0128,Bangalows,MANGO HOUSE,"3, LEYN BAAN CROSS STREET, GALLE FORT, GALLE",7,FIVE,Galle,Galle,Galle Divisional Secretariat,80.218427,6.026796
HOTEL_0129,Bangalows,THE KANDYAN VILLA,"532/30, HEERASSAGALA ROAD, HEERASSAGALA, KANDY",3,FIVE,Kandy,Gagawata Koralya,Gagawata,80.622027,7.266516
HOTEL_0130,Bangalows,FORT BLISS,"84, LIGHT HOUSE STREET, FORT, GALLE",4,FIVE,Galle,Galle,Galle Divisional Secretariat,80.217201,6.024691
HOTEL_0131,Bangalows,1ST CHOICE,"9/1, FIRST LANE, RATMALANA, MOUNT LAVINIA",5,THREE,Colombo,Dehiwala-Mount Lavinia,Ratmalana Divisional Secretariat,79.875503,6.819636
